Anno;Mese;Cerchia;Incidenti;Morti;Feriti
2015;11;Dalle Mura Spagnole alla Nuova Circonvallazione;216;0;275
2015;11;Dalla Nuova Circonvallazione ai confini del Comune;452;3;583
2015;11;Senza indicazioni;26;0;31
2015;12;Entro la Cerchia dei Navigli;23;0;28
2015;12;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;56
2015;12;Dalle Mura Spagnole alla Nuova Circonvallazione;177;0;232
2015;12;Dalla Nuova Circonvallazione ai confini del Comune;346;4;463
2015;12;Senza indicazioni;28;1;36
2016;1;Entro la Cerchia dei Navigli;17;0;19
2016;1;Dalla Cerchia dei Navigli alle Mura Spagnole;35;0;37
2016;1;Dalle Mura Spagnole alla Nuova Circonvallazione;181;1;245
2016;1;Dalla Nuova Circonvallazione ai confini del Comune;371;6;503
2016;1;Senza indicazioni;33;0;40
2016;2;Entro la Cerchia dei Navigli;15;0;20
2016;2;Dalla Cerchia dei Navigli alle Mura Spagnole;61;0;81
2016;2;Dalle Mura Spagnole alla Nuova Circonvallazione;190;0;270
2016;2;Dalla Nuova Circonvallazione ai confini del Comune;392;1;526
2016;2;Senza indicazioni;48;0;73
2016;3;Entro la Cerchia dei Navigli;16;0;19
2016;3;Dalla Cerchia dei Navigli alle Mura Spagnole;41;0;55
2016;3;Dalle Mura Spagnole alla Nuova Circonvallazione;240;0;347
2016;3;Dalla Nuova Circonvallazione ai confini del Comune;396;2;545
2016;3;Senza indicazioni;35;0;45
2016;4;Entro la Cerchia dei Navigli;20;0;26
2016;4;Dalla Cerchia dei Navigli alle Mura Spagnole;49;0;61
2016;4;Dalle Mura Spagnole alla Nuova Circonvallazione;222;0;284
2016;4;Dalla Nuova Circonvallazione ai confini del Comune;491;2;649
2016;4;Senza indicazioni;39;0;53
2016;5;Entro la Cerchia dei Navigli;12;0;14
2016;5;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;54
2016;5;Dalle Mura Spagnole alla Nuova Circonvallazione;255;0;347
2016;5;Dalla Nuova Circonvallazione ai confini del Comune;520;2;710
2016;5;Senza indicazioni;36;0;43
2016;6;Entro la Cerchia dei Navigli;14;0;15
2016;6;Dalla Cerchia dei Navigli alle Mura Spagnole;59;1;71
2016;6;Dalle Mura Spagnole alla Nuova Circonvallazione;200;1;255
2016;6;Dalla Nuova Circonvallazione ai confini del Comune;448;3;593
2016;6;Senza indicazioni;46;0;53
2016;7;Entro la Cerchia dei Navigli;18;0;20
2016;7;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;67
2016;7;Dalle Mura Spagnole alla Nuova Circonvallazione;202;0;263
2016;7;Dalla Nuova Circonvallazione ai confini del Comune;467;2;626
2016;7;Senza indicazioni;32;2;38
2016;8;Entro la Cerchia dei Navigli;11;0;12
2016;8;Dalla Cerchia dei Navigli alle Mura Spagnole;15;0;19
2016;8;Dalle Mura Spagnole alla Nuova Circonvallazione;120;0;157
2016;8;Dalla Nuova Circonvallazione ai confini del Comune;265;1;371
2016;8;Senza indicazioni;18;0;26
2016;9;Entro la Cerchia dei Navigli;16;0;17
2016;9;Dalla Cerchia dei Navigli alle Mura Spagnole;48;0;64
2016;9;Dalle Mura Spagnole alla Nuova Circonvallazione;213;0;271
2016;9;Dalla Nuova Circonvallazione ai confini del Comune;452;4;621
2016;9;Senza indicazioni;45;1;54
2016;10;Entro la Cerchia dei Navigli;23;0;27
2016;10;Dalla Cerchia dei Navigli alle Mura Spagnole;50;0;60
2016;10;Dalle Mura Spagnole alla Nuova Circonvallazione;248;2;306
2016;10;Dalla Nuova Circonvallazione ai confini del Comune;501;1;638
2016;10;Senza indicazioni;51;0;80
2016;11;Entro la Cerchia dei Navigli;14;0;15
2016;11;Dalla Cerchia dei Navigli alle Mura Spagnole;50;0;63
2016;11;Dalle Mura Spagnole alla Nuova Circonvallazione;240;2;320
2016;11;Dalla Nuova Circonvallazione ai confini del Comune;456;6;601
2016;11;Senza indicazioni;59;0;81
2016;12;Entro la Cerchia dei Navigli;16;0;18
2016;12;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;49
2016;12;Dalle Mura Spagnole alla Nuova Circonvallazione;166;2;221
2016;12;Dalla Nuova Circonvallazione ai confini del Comune;321;3;412
2016;12;Senza indicazioni;38;0;51
2017;1;Entro la Cerchia dei Navigli;12;0;12
2017;1;Dalla Cerchia dei Navigli alle Mura Spagnole;25;0;29
2017;1;Dalle Mura Spagnole alla Nuova Circonvallazione;157;0;203
2017;1;Dalla Nuova Circonvallazione ai confini del Comune;330;2;437
2017;1;Senza indicazioni;38;1;44
2017;2;Entro la Cerchia dei Navigli;20;0;27
2017;2;Dalla Cerchia dei Navigli alle Mura Spagnole;45;0;57
2017;2;Dalle Mura Spagnole alla Nuova Circonvallazione;178;0;214
2017;2;Dalla Nuova Circonvallazione ai confini del Comune;323;3;452
2017;2;Senza indicazioni;31;1;38
2017;3;Entro la Cerchia dei Navigli;18;0;21
2017;3;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;46
2017;3;Dalle Mura Spagnole alla Nuova Circonvallazione;234;0;307
2017;3;Dalla Nuova Circonvallazione ai confini del Comune;455;2;584
2017;3;Senza indicazioni;42;1;58
2017;4;Entro la Cerchia dei Navigli;21;0;23
2017;4;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;50
2017;4;Dalle Mura Spagnole alla Nuova Circonvallazione;213;0;284
2017;4;Dalla Nuova Circonvallazione ai confini del Comune;400;4;543
2017;4;Senza indicazioni;44;0;54
2017;5;Entro la Cerchia dei Navigli;25;0;27
2017;5;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;60
2017;5;Dalle Mura Spagnole alla Nuova Circonvallazione;235;0;299
2017;5;Dalla Nuova Circonvallazione ai confini del Comune;452;3;600
2017;5;Senza indicazioni;31;1;40
2017;6;Entro la Cerchia dei Navigli;17;0;19
2017;6;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;51
2017;6;Dalle Mura Spagnole alla Nuova Circonvallazione;230;0;286
2017;6;Dalla Nuova Circonvallazione ai confini del Comune;447;1;589
2017;6;Senza indicazioni;22;0;26
2017;7;Entro la Cerchia dei Navigli;22;0;28
2017;7;Dalla Cerchia dei Navigli alle Mura Spagnole;37;0;51
2017;7;Dalle Mura Spagnole alla Nuova Circonvallazione;193;0;247
2017;7;Dalla Nuova Circonvallazione ai confini del Comune;390;6;505
2017;7;Senza indicazioni;49;1;67
2017;8;Entro la Cerchia dei Navigli;9;0;9
2017;8;Dalla Cerchia dei Navigli alle Mura Spagnole;18;0;19
2017;8;Dalle Mura Spagnole alla Nuova Circonvallazione;124;0;167
2017;8;Dalla Nuova Circonvallazione ai confini del Comune;250;1;337
2017;8;Senza indicazioni;27;1;33
2017;9;Entro la Cerchia dei Navigli;21;0;26
2017;9;Dalla Cerchia dei Navigli alle Mura Spagnole;44;0;56
2017;9;Dalle Mura Spagnole alla Nuova Circonvallazione;227;2;289
2017;9;Dalla Nuova Circonvallazione ai confini del Comune;417;3;562
2017;9;Senza indicazioni;37;0;45
2017;10;Entro la Cerchia dei Navigli;20;0;23
2017;10;Dalla Cerchia dei Navigli alle Mura Spagnole;48;0;56
2017;10;Dalle Mura Spagnole alla Nuova Circonvallazione;219;0;273
2017;10;Dalla Nuova Circonvallazione ai confini del Comune;470;2;631
2017;10;Senza indicazioni;33;0;46
2017;11;Entro la Cerchia dei Navigli;22;0;24
2017;11;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;53
2017;11;Dalle Mura Spagnole alla Nuova Circonvallazione;238;0;304
2017;11;Dalla Nuova Circonvallazione ai confini del Comune;431;2;560
2017;11;Senza indicazioni;39;1;47
2017;12;Entro la Cerchia dei Navigli;18;0;18
2017;12;Dalla Cerchia dei Navigli alle Mura Spagnole;44;0;53
2017;12;Dalle Mura Spagnole alla Nuova Circonvallazione;198;2;251
2017;12;Dalla Nuova Circonvallazione ai confini del Comune;357;7;444
2017;12;Senza indicazioni;35;0;44
2018;1;Entro la Cerchia dei Navigli;17;0;21
2018;1;Dalla Cerchia dei Navigli alle Mura Spagnole;35;0;46
2018;1;Dalle Mura Spagnole alla Nuova Circonvallazione;178;2;224
2018;1;Dalla Nuova Circonvallazione ai confini del Comune;369;6;493
2018;1;Senza indicazioni;36;0;53
2018;2;Entro la Cerchia dei Navigli;10;0;12
2018;2;Dalla Cerchia dei Navigli alle Mura Spagnole;35;1;42
2018;2;Dalle Mura Spagnole alla Nuova Circonvallazione;192;1;241
2018;2;Dalla Nuova Circonvallazione ai confini del Comune;338;0;457
2018;2;Senza indicazioni;52;1;67
2018;3;Entro la Cerchia dei Navigli;15;0;15
2018;3;Dalla Cerchia dei Navigli alle Mura Spagnole;40;1;55
2018;3;Dalle Mura Spagnole alla Nuova Circonvallazione;200;0;260
2018;3;Dalla Nuova Circonvallazione ai confini del Comune;366;1;474
2018;3;Senza indicazioni;32;0;38
2018;4;Entro la Cerchia dei Navigli;17;0;22
2018;4;Dalla Cerchia dei Navigli alle Mura Spagnole;46;1;51
2018;4;Dalle Mura Spagnole alla Nuova Circonvallazione;186;0;240
2018;4;Dalla Nuova Circonvallazione ai confini del Comune;394;1;548
2018;4;Senza indicazioni;32;0;47
2018;5;Entro la Cerchia dei Navigli;17;0;19
2018;5;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;45
2018;5;Dalle Mura Spagnole alla Nuova Circonvallazione;229;0;298
2018;5;Dalla Nuova Circonvallazione ai confini del Comune;473;4;622
2018;5;Senza indicazioni;39;0;52
2018;6;Entro la Cerchia dei Navigli;18;0;19
2018;6;Dalla Cerchia dei Navigli alle Mura Spagnole;44;0;55
2018;6;Dalle Mura Spagnole alla Nuova Circonvallazione;225;1;270
2018;6;Dalla Nuova Circonvallazione ai confini del Comune;484;1;619
2018;6;Senza indicazioni;23;0;26
2018;7;Entro la Cerchia dei Navigli;15;0;23
2018;7;Dalla Cerchia dei Navigli alle Mura Spagnole;31;0;39
2018;7;Dalle Mura Spagnole alla Nuova Circonvallazione;203;1;282
2018;7;Dalla Nuova Circonvallazione ai confini del Comune;388;1;541
2018;7;Senza indicazioni;30;0;44
2018;8;Entro la Cerchia dei Navigli;8;0;9
2018;8;Dalla Cerchia dei Navigli alle Mura Spagnole;12;0;16
2018;8;Dalle Mura Spagnole alla Nuova Circonvallazione;104;0;128
2018;8;Dalla Nuova Circonvallazione ai confini del Comune;222;2;285
2018;8;Senza indicazioni;23;0;37
2018;9;Entro la Cerchia dei Navigli;27;0;30
2018;9;Dalla Cerchia dei Navigli alle Mura Spagnole;38;0;45
2018;9;Dalle Mura Spagnole alla Nuova Circonvallazione;221;2;280
2018;9;Dalla Nuova Circonvallazione ai confini del Comune;433;4;579
2018;9;Senza indicazioni;39;1;57
2018;10;Entro la Cerchia dei Navigli;21;0;21
2018;10;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;64
2018;10;Dalle Mura Spagnole alla Nuova Circonvallazione;254;1;323
2018;10;Dalla Nuova Circonvallazione ai confini del Comune;475;5;603
2018;10;Senza indicazioni;36;1;48
2018;11;Entro la Cerchia dei Navigli;26;0;30
2018;11;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;45
2018;11;Dalle Mura Spagnole alla Nuova Circonvallazione;253;0;311
2018;11;Dalla Nuova Circonvallazione ai confini del Comune;434;3;538
2018;11;Senza indicazioni;30;0;44
2018;12;Entro la Cerchia dei Navigli;14;0;23
2018;12;Dalla Cerchia dei Navigli alle Mura Spagnole;47;0;59
2018;12;Dalle Mura Spagnole alla Nuova Circonvallazione;199;1;240
2018;12;Dalla Nuova Circonvallazione ai confini del Comune;373;3;506
2018;12;Senza indicazioni;23;0;28
